,Category,Title,Date,Time,Location,City
2299,"sonstige Konzerte, sonstige Religion",353. SCHMALENBECKER ABENDMUSIK: J.S. BACH - MESSE H-MOLL BWV 232,12.10.2024,18:00 Uhr,Auferstehungskirche Großhansdorf-Schmalenbeck,Großhansdorf
2300,"Abend- und Nachtwanderungen, Abend / Nacht, Familie / Kinder, Führung, Nationalpark & Wattenmeer, Outdoor",ABENDWANDERUNG: DIE HALLIG LANGENEẞ BEI DäMMERUNG ERKUNDEN,12.10.2024,18:00 - 20:00 Uhr,"Nationalpark-Seminarhaus Langeneß, Peterswarf 2, 25863 Hallig Langeneß",Hallig Langeneß
2301,Klassik,ACH LIEBSTE LASS` UNS EILEN - MUSIK AUS RENAISSANCE- UND BAROCK,12.10.2024,18:00 - 19:30 Uhr,Friedenskirche Wasbek,Ehndorf
2302,N/A,N/A,N/A,N/A,N/A,N/A
2303,"sonstige Konzerte, sonstige Religion",AKKORDEONKONZERT,12.10.2024,18:00 Uhr,Bugenhagenkirche Neumünster,Neumünster
2304,Sonstiges,DISCOFOX WORKSHOP FüR EINSTEIGER UND WIEDEREINSTEIGER,12.10.2024,18:00 - 19:30 Uhr,MeerHuus,Großenbrode
2305,"Ausstellung, Barrierefrei, Familie / Kinder, Führung, Indoor",FüHRUNG: FüTTERUNG DER TIERE UNSERER AQUARIEN,12.10.2024,18:00 - 19:00 Uhr,"Rantumer Straße 33, 25997 Hörnum",Hörnum
2306,Rock & Pop,"JEZ SUMMER - COVERSONGS VON JANIS JOPLIN, SLADE BIS 4NONBLONDES",12.10.2024,18:00 - 20:30 Uhr,Weinhaus Alte Mühle,Bad Oldesloe
2307,Musikveranstaltungen,"KONZERT ""CON FUOCO""",12.10.2024,18:00 - 19:00 Uhr,Kirche in Breitenfelde,Breitenfelde
2308,"Familie & Kinder, Highlights, Lichterfeste",LICHTERMEER - OBJEKT UND LICHTINSZENIERUNGEN,12.10.2024,18:00 - 21:00 Uhr,Senator Thomsen Park,Burg
2309,sonstige Konzerte,MOZART REQUIEM,12.10.2024,18:00 Uhr,Michaeliskirche Kaltenkirchen,Kaltenkirchen
2310,Musikveranstaltungen,THE GERMAN FOLK & GOSPEL CHOIR,12.10.2024,18:00 - 17:00 Uhr,Propsteikirche Herz Jesu,Lübeck
2311,"Feste, Highlights, Kulinarisch, Sonstiges",38. SCHLESWIG-HOLSTEIN GOURMET FESTIVAL,12.10.2024,18:30 Uhr,diverse Orte (Inseln und Festland),Inseln und Festland
2312,Sonstiges,NACHTWäCHTERFüHRUNGEN - DIE WAHRHAFT UND ERSCHRöCKLICH GESCHICHT VON TODESLOH,12.10.2024,18:30 - 20:00 Uhr,KUB,Bad Oldesloe
2313,N/A,N/A,N/A,N/A,N/A,N/A
2314,Ausstellungen,"AUSSTELLUNG ""TEXT TRIFFT TANKE""",12.10.2024,19:00 - 18:00 Uhr,Kunsttankstelle,Lübeck
2315,Lesungen & Vorträge,EINE BüHNE FüR DIE STRAẞENPOESIE! WANJA MUES LIEST STRAẞENPOESIE,12.10.2024,19:00 Uhr,Bücherpiraten e.V.,Lübeck
2316,Lesungen,EINE BüHNE FüR DIE STRAẞENPOESIE! WANJA MUES LIEST STRAẞENPOESIE,12.10.2024,19:00 - 21:30 Uhr,Bücherpiraten e.V.,Lübeck
2317,Familie,ERLEBNIS STERNWARTE XL,12.10.2024,19:00 - 20:30 Uhr,Sternwarte Neustadt,Neustadt in Holstein
2318,"(Stadt)führungen, Abend- und Nachtwanderungen, Fackelwanderung",FACKELWANDERUNG IN PLöN,12.10.2024,19:00 - 20:30 Uhr,Schlosspark Plön,Plön
2319,sonstige Konzerte,GOSPELKONZERT BESIDE YOU,12.10.2024,19:00 Uhr,Kirche Bargfeld,Bargfeld-Stegen
2320,Sonstiges,HIMMELSKöRPERIN,12.10.2024,19:00 - 21:30 Uhr,Arbeitsgemeinschaft Kulturtreibhaus,Lübeck
2321,N/A,KANTATE,12.10.2024,19:00 - 20:50 Uhr,St. Petri (Kultur- und Hochschulkirche),Lübeck
2322,Klassik,"MENDELSSOHN ""LOBGESANGSINFONIE""",12.10.2024,19:00 Uhr,Marienkirche Bad Segeberg,Bad Segeberg
2323,Shows & Varieté,MUSICAL DINNER (DAS ORIGINAL),12.10.2024,19:00 Uhr,Hotel Breitenburg,Breitenburg
2324,N/A,N/A,N/A,N/A,N/A,N/A
2325,Theater,NOCH `N KöM,12.10.2024,19:00 Uhr,Elbdiele Kollmar,Kollmar
2326,sonstige Feste & Märkte,OKTOBERFEST,12.10.2024,19:00 Uhr,Colosseum Wilster,Wilster
2327,Sonstiges,POETRY SLAM,12.10.2024,19:00 Uhr,Hotel am Rathaus,Schönberg
2328,Familie & Kinder,SPIELEABEND FüR DIE GANZE FAMILIE,12.10.2024,19:00 - 20:30 Uhr,Käpt´n Kelli Club,Kellenhusen
2329,sonstige Konzerte,"""NADA VOKALENSEMBLE"" KONZERT KLOSTERSEEKULTUR",12.10.2024,19:30 Uhr,Haupthaus,Grönwohldshorst
2330,Theater,ALTES LAND,12.10.2024,19:30 Uhr,Kulturwerk am See,Norderstedt
2331,"sonstige Kunst & Kultur, Theater",BAD BRAMSTEDTER MäRCHENTAGE 2024 - MäRCHENWELTEN UND ZAUBERKLäNGE,12.10.2024,19:30 Uhr,Schloss Bad Bramstedt (Saal),Bad Bramstedt
2332,Theater & Schauspiel,DIE LIEBEN ELTERN,12.10.2024,19:30 - 22:00 Uhr,"Krummlandhalle, Bad Schwartau",Bad Schwartau
2333,sonstige Kunst & Kultur,DIE NIERE,12.10.2024,19:30 Uhr,Comödie Lübeck,Lübeck
2334,Theater & Schauspiel,DIE NIERE,12.10.2024,19:30 - 21:20 Uhr,Comödie Lübeck,Lübeck
2335,N/A,N/A,N/A,N/A,N/A,N/A
2336,Musicals,DIE PASSAGIERIN,12.10.2024,19:30 Uhr,Theater Lübeck (Großes Haus),Lübeck
2337,Oper & Operette,DIE PASSAGIERIN,12.10.2024,19:30 - 21:00 Uhr,"Theater Lübeck, Kammerspiele",Lübeck
2338,Sonstiges,EEN KOMMODIGEN AVEND - PREMIERE,12.10.2024,19:30 - 21:30 Uhr,Kulturscheune Süsel,Süsel
2339,Humor,HIMMLISCHE ZEITEN,12.10.2024,19:30 Uhr,Theaterschiff Lübeck,Lübeck
2340,Kabarett,HIMMLISCHE ZEITEN,12.10.2024,19:30 - 21:30 Uhr,Theaterschiff Lübeck,Lübeck
2341,Rock & Pop,KIERAN GOSS & ANNIE KINSELLA - SONGS + STORIES FROM IRELAND,12.10.2024,19:30 - 21:30 Uhr,KBH Marne,Marne
2342,Film / Theater,LAUREL & HARDY,12.10.2024,19:30 - 21:30 Uhr,KOLK 17 Figurentheater & Museum zu Gast im Europäischen Hansemuseum,Lübeck
2343,Jazz & Blues,LIONS BLUES PARTY,12.10.2024,19:30 - 00:00 Uhr,Autohaus Eskilden,Itzehoe
2344,sonstige Kunst & Kultur,NADA VOKALENSEMBLE,12.10.2024,19:30 Uhr,Haupthaus auf Hof Klostersee,Grömitz
2345,sonstige Kunst & Kultur,NADA VOKALENSEMBLE,12.10.2024,19:30 Uhr,Haupthaus auf Hof Klostersee,Grömitz
2346,N/A,N/A,N/A,N/A,N/A,N/A
2347,Theater,UP DüVELS SCHUVKAR - TANGSTEDT,12.10.2024,19:30 Uhr,Alter Heidkrug Kayhude,Kayhude
2348,Humor,CAVEWOMAN,12.10.2024,20:00 Uhr,Kolosseum zu Lübeck,Lübeck
2349,Theater & Schauspiel,DER DURCHBRUCH,12.10.2024,20:00 - 21:40 Uhr,Theater Combinale,Lübeck
2350,Oper & Operette,DER VAMPIR    OPER FüR ERWACHSENE OPERNEINSTEIGER*INNEN UND SPEZIALIST*INNEN,12.10.2024,20:00 - 21:30 Uhr,Taschenoper Lübeck,Lübeck
2351,Oper & Operette,DER VAMPIR OPER FüR ERWACHSENE OPERNEINSTEIGER*INNEN UND SPEZIALIST*INNEN,12.10.2024,20:00 Uhr,Theaterhaus Die Gemeinnützige Lübeck,Lübeck
2352,sonstige Konzerte,DISCOFOX TANZABEND,12.10.2024,20:00 - 23:55 Uhr,MeerHuus,Großenbrode
2353,Theater,HAUT & HAAR,12.10.2024,20:00 Uhr,Essig Fabrik,Lübeck
2354,Theater & Schauspiel,HAUT & HAAR,12.10.2024,20:00 - 21:20 Uhr,"»Raum!«, Essigfabrik, Kanalstr. 26-28",Lübeck
2355,Rock & Pop,HELMUT DEBUS DER NIEDERDEUTSCHE SONGPOET,12.10.2024,20:00 - 22:30 Uhr,Kulturkate am Beckersberg,Henstedt-Ulzburg
2356,Humor,HIER LACHT DER NORDEN,12.10.2024,20:00 Uhr,statt-Theater Neumünster,Neumünster
2357,N/A,N/A,N/A,N/A,N/A,N/A
2358,sonstige Kunst & Kultur,"MALADéE: VOILá, DA BIN ISCH!",12.10.2024,20:00 Uhr,KuB - Kultur- und Bildungszentrum (Saal),Bad Oldesloe
2359,Kabarett,"MALADéE: VOILá, DA BIN ISCH!",12.10.2024,20:00 - 22:00 Uhr,KUB,Bad Oldesloe
2360,"Highlights, Musikveranstaltungen",MATTIS BRODERSEN - ALBUM RELEASE PARTY,12.10.2024,20:00 Uhr,Kurgartensaal,Wyk
2361,Musikveranstaltungen,MICHY REINCKE – „DIE PFLANZEN RAUBEN UNS DEN SAUERSTOFF“,12.10.2024,20:00 Uhr,Der Charlottenhof | Kultur- und Tagungshaus,Klanxbüll
2362,"Abend / Nacht, Familie / Kinder, Führung, Outdoor",NACHTWANDERUNG IN DEN NATIONALPARK,12.10.2024,20:00 - 21:30 Uhr,"Nationalpark-Haus, Maleens Knoll 2, St. Peter-Ording",St. Peter-Ording
2363,Theater,NEBENAN,12.10.2024,20:00 Uhr,Stadttheater Elmshorn,Elmshorn
2364,Theater,SHOCKHEADED PETER (STRUWWELPETER),12.10.2024,20:00 Uhr,Theater Lübeck (Kammerspiele),Lübeck
2365,Theater & Schauspiel,SHOCKHEADED PETER (STRUWWELPETER),12.10.2024,20:00 - 21:15 Uhr,"Theater Lübeck, Kammerspiele",Lübeck
2366,Theater & Schauspiel,SHOWTIME,12.10.2024,20:00 - 22:00 Uhr,Hoftheater Lübeck e.V.,Lübeck
2367,Shows & Varieté,SHOWTIME,12.10.2024,20:00 Uhr,Hoftheater Lübeck,Lübeck
2368,N/A,N/A,N/A,N/A,N/A,N/A
2369,Sonstiges,STING & THE POLICE TRIBUTE SHOW I THE BEST OF STING & THE POLICE,12.10.2024,20:00 Uhr,Stadthalle Eckernförde,Eckernförde
2370,Theater,THALAMUS THEATER,12.10.2024,20:00 Uhr,"""Lutterbeker""",Lutterbek
2371,sonstige Konzerte,URBAN NATURE BAR CLUBBING,12.10.2024,20:00 Uhr,Urban Nature Hotel,Sankt Peter-Ording
2372,sonstige Konzerte,YUKAFRITA,12.10.2024,20:00 Uhr,Spieker,Eckernförde
2373,Sonstiges,MIT DER WACHT DURCH DIE NACHT - NACHTWäCHTERFüHRUNG LüBECK,12.10.2024,20:30 - 22:00 Uhr,Burgtor - bei der Vitrine,Lübeck
2374,sonstige Ausflüge & Führungen,MIT DER WACHT DURCH DIE NACHT - NACHTWäCHTERFüHRUNG LüBECK,12.10.2024,20:30 Uhr,Treffpunkt: Burgtor,Lübeck
2375,Musikveranstaltungen,LIVE MUSIK IM ARBOREA,12.10.2024,21:00 - 23:00 Uhr,ARBOREA Marina Resort Neustadt,Neustadt in Holstein
2376,Sonstiges,STIMMUNGSVOLLE NACHTWäCHTERFüHRUNG DURCH DUNKLE GASSEN,12.10.2024,21:00 - 22:30 Uhr,am Holstentor auf Seite der Grünanlage,Lübeck
2377,Rock & Pop,SLOPE: FURY FUNKY - TOUR 2024,12.10.2024,21:30 Uhr,Treibsand,Lübeck
2378,Musikveranstaltungen,INTERNATIONALER ORGELZYKLUS JOHANN SEBASTIAN BACH,13.10.2024,00:00 Uhr,Lübecker Innenstadtkirchen,Lübeck
2379,Sonstiges,QUARTIERSARBEIT DER VERBRAUCHERZENTRALE SCHLESWIG-HOLSTEIN,13.10.2024,00:00 Uhr,Verbraucherzentrale Schleswig Holstein,Lübeck
2380,Sonstiges,SICHT_FELDER FüR LüBECK,13.10.2024,01:00 Uhr,Arbeitsgemeinschaft Kulturtreibhaus,Lübeck
2381,sonstige Seminare & Kurse,FOTOAUSSTELLUNG „ÜBERGäNGE“ DES FOTOCLUBS NORDERSTEDT E.V.,13.10.2024,05:00 - 22:00 Uhr,Stadtpark Norderstedt,Norderstedt
2382,Fotoveranstaltungen,FOTOKURS - EINMALIGE FOTOS VOR SONNENAUFGANG,13.10.2024,05:00 - 08:00 Uhr,Scharbeutz nach Anmeldung,Scharbeutz
2383,Flohmärkte,FLOHMARKT BEI FAMILA IN ELMSHORN,13.10.2024,06:00 - 15:00 Uhr,famila Elmshorn (Parkplatz),Elmshorn
2384,"Ausflüge, Musicals, Musikveranstaltungen, Theater & Schauspiel, Unterhaltung",BUSFAHRT ZUM MUSICAL: DER KöNIG DER LöWEN IN HAMBURG,13.10.2024,08:00 Uhr,Schmidt-Reisen Dagebüll,Dagebüll
2385,"Ausflüge, Familie, Musicals, Musikveranstaltungen",BUSTOUR ZUM MUSICAL: HERCULES IN HAMBURG,13.10.2024,08:00 Uhr,Schmidt-Reisen Dagebüll,Dagebüll
2386,Flohmärkte,ITZEHOER HAGEBAU-FLOHMARKT,13.10.2024,08:00 - 16:00 Uhr,hagebaumarkt Itzehoe (Parkplatz),Itzehoe
2387,sonstige Seminare & Kurse,LEUCHTENDE SCHäTZE,13.10.2024,08:00 - 13:00 Uhr,Nathan-Söderblom-Kirche Reinbek,Reinbek
2388,sonstige Seminare & Kurse,WINDART SKULPTUREN WALK,13.10.2024,08:00 Uhr,verschiedene Spielstätten in Travemünde,Travemünde
2389,Ausstellungen,WINDART SKULPTUREN WALK,13.10.2024,08:00 - 23:00 Uhr,verschiedene Orte in Travemünde,Travemünde
2390,sonstige Ausflüge & Führungen,ALPAKA WANDERUNGEN AM DUMMERSDORFER UFER | SONNTAGS,13.10.2024,09:00 Uhr,Naturnah-Hof (Familie Filbrandt),Lübeck
2391,N/A,ALPAKA WANDERUNGEN AM DUMMERSDORFER UFER | SONNTAGS,13.10.2024,09:00 - 13:00 Uhr,Naturnah-Hof • Familie Filbrandt,Kücknitz bei Travemünde
2392,Rundfahrten,DITHMARSCHER KOHLBUFFET UND FRIEDRICHSTADT,13.10.2024,09:00 Uhr,Eckernförde ZOB,Eckernförde
2393,sonstige Religion,ERNTEDANK-GOTTESDIENST,13.10.2024,09:00 - 10:00 Uhr,Marco-Kapelle,Göhl
2394,N/A,HURRICANE BOOTSVERMIETUNG TRAVEMüNDE | MOTORBOOTE,13.10.2024,09:00 - 18:00 Uhr,"Hurricane BootsVermietung Travemünde, Prinzenbrücke",Travemünde
2395,Ausstellungen,SUTSCHE TOUR,13.10.2024,09:00 - 18:00 Uhr,sutsche tour,Lübeck
2396,"Führung, Natur, Naturveranstaltungen",VOGELKUNDLICHE FüHRUNG IM BELTRINGHARDER KOOG,13.10.2024,09:00 - 10:30 Uhr,Schutzstation Beltringharder Koog,Reußenköge
2397,Gottesdienste,EVANGELISCHER GOTTESDIENST,13.10.2024,09:30 Uhr,St.Petri-Kirche Kellenhusen,Kellenhusen
2398,sonstige Religion,GOLDENE KONFIRMATION MIT PASTORIN ANETT PENNER,13.10.2024,09:30 Uhr,Kirche Leezen,Leezen
2399,N/A,GOTTESDIENST,13.10.2024,09:30 Uhr,St.-Marien-Kapelle in Schönberg,Schönberg
2400,sonstige Religion,GOTTESDIENST,13.10.2024,09:30 - 10:30 Uhr,Martin-Luther-Kirche,Travenbrück
2401,sonstige Religion,GOTTESDIENST,13.10.2024,09:30 Uhr,St. Marienkirche Heiligenstedten,Heiligenstedten
2402,sonstige Religion,GOTTESDIENST,13.10.2024,09:30 Uhr,Kirche St. Jürgen Horst,Horst
2403,sonstige Religion,GOTTESDIENST,13.10.2024,09:30 Uhr,Martin-Luther-Kirche (Gemeindehaus),Travenbrück
2404,sonstige Religion,GOTTESDIENST,13.10.2024,09:30 Uhr,Ev.-Luth. Christuskirche Einfeld,Neumünster
2405,sonstige Religion,GOTTESDIENST AM 20. SO N. TRINITATIS,13.10.2024,09:30 Uhr,Klinikum Itzehoe (Andachtsraum),Itzehoe
2406,sonstige Religion,GOTTESDIENST MIT ABENDMAHL,13.10.2024,09:30 Uhr,Christuskirche Hennstedt,Hennstedt
2407,N/A,GOTTESDIENST MIT ERKLäRUNG DER LITURGIE,13.10.2024,09:30 - 10:30 Uhr,Maria-Magdalenen-Kirche,Berkenthin
2408,sonstige Religion,GOTTESDIENST MIT PASTORIN ROTH,13.10.2024,09:30 Uhr,Vicelinkirche Pronstorf,Pronstorf
2409,sonstige Religion,GOTTESDIENST MIT PASTORIN ZSCHAUBITZ,13.10.2024,09:30 Uhr,Kirche Todesfelde,Todesfelde
2410,sonstige Ausflüge & Führungen,KRANICH SAFARI,13.10.2024,09:30 - 15:30 Uhr,Biosphärenreservatsamt Schaalsee-Elbe,Zarrentin am Schaalsee
2411,Ausstellungen,KUNSTAUSSTELLUNG MICHAEL WEIGEL,13.10.2024,09:30 - 18:30 Uhr,Galerie im Maritim,Travemünde
2412,Rundfahrten,LüHE SCHULAU FäHRE AB WEDEL,13.10.2024,09:30 Uhr,Anleger Schulauer Hafen,Wedel
2413,sonstige Religion,GOTTESDIENST MIT PASTOR WENDT,13.10.2024,09:45 Uhr,Apostel-Johannes-Kirche Oering,Oering
2414,sonstige Religion,"20. N. TRINITATIS, ABENDMAHLGOTTESDIENST",13.10.2024,10:00 Uhr,Vicelinkirche Neumünster,Neumünster
2415,N/A,20. SO.N.TRINITATIS,13.10.2024,10:00 - 11:00 Uhr,St.-Stephanus-Kirche,Lübeck
2416,sonstige Religion,20. SONNTAG NACH TRINITATIS,13.10.2024,10:00 Uhr,Kirche zu Hörnerkirchen,Brande-Hörnerkirchen
2417,sonstige Religion,20. SONNTAG NACH TRINITATIS,13.10.2024,10:00 Uhr,St. Lorenz-Kirche Travemünde,Travemünde
